product_id,product_name,brand,price_inr,discounted_price_inr,discount_percent,material,color,seater_type,dimensions_cm,weight_kg,rating,num_reviews,style_category,cushion_type,leg_material,assembly_required,warranty_years,in_stock,brand_product_count,brand_avg_rating,brand_total_reviews,brand_avg_price,brand_avg_discount,brand_instock_rate,popularity_score,brand_tier,brand_popularity_rank,brand_price_segment,associated_brands,value_score,price_per_kg,is_premium,high_rated,review_engagement
P150,Tochi Fabric 2 Seater Sofa In Graphite Colour,Sarita Handa,12924,10100,22,Microsuede,Graphite,2 Seater,168x73x78,56.6,3.7,248,Rustic,Foam + Spring,Walnut Wood,Yes,3,Yes,8,4.19,2285,28487.5,20.75,100.0,0.2649,Budget,17,Mid-Range,"@home, Damro, Durian, FabIndia",90.8515,178.45,0,0,Medium
P151,Frejol Velvet 2 Seater Sofa In Earthy Brown Colour,Wakefit,27547,23100,16,Cotton Fabric,Earthy Brown,2 Seater,182x80x88,43.5,3.8,135,Bohemian,High Resilience Foam,Walnut Wood,No,2,Yes,9,4.3,2561,47777.78,13.33,88.89,0.3266,Budget,12,Premium,"Evok, Stanley",22.2078,531.03,0,0,Medium
P152,Jessy Fabric 2 Seater Sofa In Dusty Rose Colour,IKEA,14009,13200,6,Fabric,Dusty Rose,2 Seater,168x74x82,57.1,3.9,242,Mid-Century Modern,Pocket Spring,Metal,Yes,5,Yes,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",71.5,231.17,0,0,Medium
P153,Bari Leatherette 2 Seater Sofa In Earthy Brown Colour,Urban Ladder,42763,36800,14,Linen,Earthy Brown,2 Seater,190x85x90,83.2,5.0,553,Artisanal,Coil Spring,Sheesham Wood,No,10,Yes,11,4.35,4073,28190.91,15.36,90.91,0.5185,Mid,4,Mid-Range,"@home, Damro, Durian, FabIndia",75.1359,442.31,0,1,High
P154,Alejandro Velvet 2 Seater Sofa In Tan Colour,FabIndia,58073,48800,16,Velvet,Tan,2 Seater,170x75x80,86.8,4.5,557,Artisanal,Bonded Foam,Stainless Steel,No,7,Yes,6,4.27,1578,34100.0,19.67,83.33,0.1541,Budget,20,Mid-Range,"@home, Damro, Durian, Featherlite",51.3627,562.21,1,1,High
P155,Miranda Chenille 2 Seater Sofa In Black Colour,IKEA,24928,22700,9,Linen,Black,2 Seater,192x88x105,79.3,4.9,595,Casual,Foam + Spring,Solid Wood,No,2,Yes,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",128.4361,286.25,0,1,High
P156,Andres Chenille 2 Seater Sofa In Black Colour,Zuari,17369,14600,16,Printed Fabric,Black,2 Seater,174x78x84,40.1,4.6,215,Scandinavian,Foam + Spring,Sheesham Wood,Yes,3,Yes,11,4.11,3833,28254.55,14.36,90.91,0.3257,Budget,13,Mid-Range,"@home, Damro, Durian, FabIndia",67.7397,364.09,0,1,Medium
P157,Luxor Leatherette 2 Seater Sofa In Red Colour,Damro,34246,29100,15,Velvet,Red,2 Seater,192x88x105,51.7,4.9,236,Rustic,High Density Foam,Sheesham Wood,Yes,5,No,9,4.26,3190,37822.22,13.67,88.89,0.344,Budget,10,Mid-Range,"@home, Durian, FabIndia, Featherlite",39.7388,562.86,0,1,Medium
P158,Scandic Wooden 2 Seater Sofa In Burgundy Colour,Hometown,44276,36700,17,Handloom Cotton,Burgundy,2 Seater,172x76x82,60.6,4.5,335,Mid-Century Modern,Bonded Foam,Stainless Steel,No,2,Yes,11,4.16,3264,31809.09,12.18,90.91,0.32,Budget,15,Mid-Range,"@home, Damro, Durian, FabIndia",41.0763,605.61,0,1,High
P159,Casper Velvet 2 Seater Sofa In Floral Pink Colour,@home,48564,45700,6,Microsuede,Floral Pink,2 Seater,176x79x84,65.9,3.8,169,Modern,Feather + Foam,Solid Oak,Yes,3,Yes,9,4.19,2374,28044.44,13.67,88.89,0.2326,Budget,18,Mid-Range,"Damro, Durian, FabIndia, Featherlite",14.0525,693.47,1,0,Medium
P160,Nordic Linen 2 Seater Sofa In Olive Green Colour,Featherlite,28181,22000,22,Faux Leather,Olive Green,2 Seater,176x79x84,71.0,4.5,283,Casual,Foam + Fibre,Sheesham Wood,Yes,3,Yes,11,4.36,3342,33145.45,11.73,81.82,0.4262,Budget,6,Mid-Range,"@home, Damro, Durian, FabIndia",57.8864,309.86,0,1,Medium
P161,Elegance Suede 2 Seater Sofa In Caramel Colour,@home,18584,17500,6,Microsuede,Caramel,2 Seater,168x78x80,81.1,3.6,69,Scandinavian,Memory Foam,Solid Wood,No,1,Yes,9,4.19,2374,28044.44,13.67,88.89,0.2326,Budget,18,Mid-Range,"Damro, Durian, FabIndia, Featherlite",14.1943,215.78,0,0,Low
P162,Brio Polyester 2 Seater Sofa In Black Colour,Godrej Interio,17916,14300,20,Genuine Leather,Black,2 Seater,172x76x82,35.9,4.3,441,Modern,Foam + Fibre,Wood,No,3,Yes,14,4.29,4744,36264.29,15.43,92.86,0.5842,Mid,3,Mid-Range,"@home, Damro, Durian, FabIndia",132.6084,398.33,0,0,High
P163,Luxe PU Leather 2 Seater Sofa In Floral Pink Colour,FabIndia,11578,9100,21,Top Grain Leather,Floral Pink,2 Seater,188x86x92,43.2,3.8,559,Casual,Foam,Brass Finished Wood,No,1,Yes,6,4.27,1578,34100.0,19.67,83.33,0.1541,Budget,20,Mid-Range,"@home, Damro, Durian, Featherlite",233.4286,210.65,0,0,High
P164,Heritage Teak 2 Seater Sofa In Charcoal Colour,FabIndia,37642,28200,25,Silk Velvet,Charcoal,2 Seater,180x80x85,89.5,4.5,52,Modern,Memory Foam,Walnut Wood,Yes,2,Yes,6,4.27,1578,34100.0,19.67,83.33,0.1541,Budget,20,Mid-Range,"@home, Damro, Durian, Featherlite",8.2979,315.08,0,1,Low
P165,Studio Cotton 2 Seater Sofa In Red Colour,Sarita Handa,83437,62600,25,Top Grain Leather,Red,2 Seater,160x70x75,78.1,4.3,117,Bohemian,Foam,Plastic,Yes,1,Yes,8,4.19,2285,28487.5,20.75,100.0,0.2649,Budget,17,Mid-Range,"@home, Damro, Durian, FabIndia",8.0367,801.54,1,0,Medium
P166,Zen Recliner 2 Seater Sofa In Rustic Brown Colour,Urban Ladder,52795,40700,23,Genuine Leather,Rustic Brown,2 Seater,174x78x84,71.2,3.8,342,Mid-Century Modern,Bonded Foam,Reclaimed Wood,Yes,1,Yes,11,4.35,4073,28190.91,15.36,90.91,0.5185,Mid,4,Mid-Range,"@home, Damro, Durian, FabIndia",31.9312,571.63,1,0,High
P167,Classic Leather 2 Seater Sofa In Ash Grey Colour,Featherlite,29285,24300,17,Linen,Ash Grey,2 Seater,175x78x82,72.2,4.3,413,Industrial,Foam + Spring,Metal,Yes,10,Yes,11,4.36,3342,33145.45,11.73,81.82,0.4262,Budget,6,Mid-Range,"@home, Damro, Durian, FabIndia",73.0823,336.57,0,0,High
P168,Bloom Jacquard 2 Seater Sofa In Carbon Grey Colour,Pepperfry,15580,11800,24,Printed Fabric,Carbon Grey,2 Seater,168x74x82,77.3,4.9,426,Vintage,Memory Foam,Wood,No,2,No,11,4.26,3273,30181.82,15.73,90.91,0.3936,Budget,9,Mid-Range,"@home, Damro, Durian, FabIndia",176.8983,152.65,0,1,High
P169,Futon Convertible 2 Seater Sofa In Off White Colour,Wakefit,83302,75000,10,Suede,Off White,2 Seater,172x76x84,72.4,4.5,107,Industrial,Feather + Foam,Reclaimed Wood,No,7,Yes,9,4.3,2561,47777.78,13.33,88.89,0.3266,Budget,12,Premium,"Evok, Stanley",6.42,1035.91,1,1,Medium
P170,Royale Silk Velvet 2 Seater Sofa In Tan Colour,Stanley,46820,43100,8,Leatherette,Tan,2 Seater,178x80x84,40.0,4.9,475,Modern,Coil Spring,Solid Wood,Yes,3,Yes,8,4.34,2760,43687.5,13.25,100.0,0.4094,Budget,7,Premium,"Evok, Wakefit",54.0023,1077.5,1,1,High
P171,Maven Faux Leather 2 Seater Sofa In Dark Blue Colour,Hometown,11468,9600,16,Linen,Dark Blue,2 Seater,180x80x85,65.5,4.4,352,Modern,Foam + Fibre,Walnut Wood,No,1,Yes,11,4.16,3264,31809.09,12.18,90.91,0.32,Budget,15,Mid-Range,"@home, Damro, Durian, FabIndia",161.3333,146.56,0,0,High
P172,Comfort Plus Fabric 2 Seater Sofa In Grey Colour,Woodcraft,31229,25900,17,Faux Leather,Grey,2 Seater,182x80x88,44.3,3.9,294,Minimalist,High Density Foam,Stainless Steel,Yes,10,Yes,8,4.28,2915,28162.5,12.75,87.5,0.3146,Budget,16,Mid-Range,"@home, Damro, Durian, FabIndia",44.2703,584.65,0,0,Medium
P173,Aria Fabric 2 Seater Sofa In Beige Colour,Nilkamal,43081,32300,25,Faux Leather,Beige,2 Seater,180x82x84,62.3,4.4,488,Casual,Foam + Spring,Teak Wood,Yes,3,Yes,10,4.31,3058,35150.0,16.2,80.0,0.3429,Budget,11,Mid-Range,"@home, Damro, Durian, FabIndia",66.4768,518.46,0,0,High
P174,Imperio PU Leather 2 Seater Sofa In Tan Colour,Wakefit,63922,55000,14,Silk Velvet,Tan,2 Seater,176x79x84,52.6,4.9,225,Classic,Bonded Foam,Walnut Wood,No,3,Yes,9,4.3,2561,47777.78,13.33,88.89,0.3266,Budget,12,Premium,"Evok, Stanley",20.0455,1045.63,1,1,Medium
P175,Meadow Handloom 2 Seater Sofa In Ivory Colour,Sarita Handa,47876,40200,16,Polyester,Ivory,2 Seater,172x76x84,41.3,4.3,578,Casual,Feather + Foam,Solid Rosewood,No,3,Yes,8,4.19,2285,28487.5,20.75,100.0,0.2649,Budget,17,Mid-Range,"@home, Damro, Durian, FabIndia",61.8259,973.37,1,0,High
P176,Posh Velvet 2 Seater Sofa In Earthy Brown Colour,Zuari,16703,13400,20,Fabric,Earthy Brown,2 Seater,172x76x82,42.7,4.0,278,Vintage,Feather + Foam,Stainless Steel,No,2,Yes,11,4.11,3833,28254.55,14.36,90.91,0.3257,Budget,13,Mid-Range,"@home, Damro, Durian, FabIndia",82.9851,313.82,0,0,Medium
P177,Serene Microsuede 2 Seater Sofa In Sky Blue Colour,IKEA,57410,48200,16,Silk Velvet,Sky Blue,2 Seater,180x82x84,73.6,4.7,107,Modern,Feather + Foam,Solid Rosewood,No,7,Yes,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",10.4336,654.89,1,1,Medium
P178,Tropicana Printed 2 Seater Sofa In Teal Colour,Springwel,61944,58800,5,Microfiber,Teal,2 Seater,183x84x88,40.4,3.8,551,Luxury,Bonded Foam,Wood,No,3,Yes,12,4.18,3947,25216.67,14.75,91.67,0.4057,Budget,8,Mid-Range,"@home, Damro, Durian, FabIndia",35.6088,1455.45,1,0,High
P179,Monarch Leather 2 Seater Sofa In Sky Blue Colour,Featherlite,17909,16500,8,Genuine Leather,Sky Blue,2 Seater,180x80x85,51.2,4.9,107,Bohemian,Memory Foam,Walnut Wood,Yes,3,Yes,11,4.36,3342,33145.45,11.73,81.82,0.4262,Budget,6,Mid-Range,"@home, Damro, Durian, FabIndia",31.7758,322.27,0,1,Medium
P180,Plush Fabric 2 Seater Sofa In Burgundy Colour,Godrej Interio,61398,49700,19,Jacquard Fabric,Burgundy,2 Seater,172x76x82,74.7,4.2,88,Casual,Memory Foam,Reclaimed Wood,No,3,Yes,14,4.29,4744,36264.29,15.43,92.86,0.5842,Mid,3,Mid-Range,"@home, Damro, Durian, FabIndia",7.4366,665.33,1,0,Low
P181,Vintage Reclaimed 2 Seater Sofa In Dark Green Colour,Hometown,29043,26100,10,Fabric,Dark Green,2 Seater,168x74x82,53.2,4.1,493,Rustic,Memory Foam,Plastic,Yes,2,Yes,11,4.16,3264,31809.09,12.18,90.91,0.32,Budget,15,Mid-Range,"@home, Damro, Durian, FabIndia",77.4444,490.6,0,0,High
P182,Alesund Fabric 2 Seater Sofa In Red Colour,Nilkamal,80483,76500,5,Microfiber,Red,2 Seater,160x70x75,73.8,3.8,84,Luxury,Foam + Spring,Walnut Wood,Yes,5,Yes,10,4.31,3058,35150.0,16.2,80.0,0.3429,Budget,11,Mid-Range,"@home, Damro, Durian, FabIndia",4.1725,1036.59,1,0,Low
P183,Regal Chesterfield 2 Seater Sofa In Dark Green Colour,Zuari,89585,67200,25,Microfiber,Dark Green,2 Seater,180x80x85,52.2,4.1,421,Classic,Memory Foam,Sheesham Wood,Yes,2,Yes,11,4.11,3833,28254.55,14.36,90.91,0.3257,Budget,13,Mid-Range,"@home, Damro, Durian, FabIndia",25.686,1287.36,1,0,High
P184,Compact Polyester 2 Seater Sofa In Charcoal Colour,Springwel,12194,10400,15,Microsuede,Charcoal,2 Seater,188x86x92,41.5,4.0,207,Traditional,Foam + Fibre,Plastic,No,10,Yes,12,4.18,3947,25216.67,14.75,91.67,0.4057,Budget,8,Mid-Range,"@home, Damro, Durian, FabIndia",79.6154,250.6,0,0,Medium
P185,Comfy Microfiber 2 Seater Sofa In Carbon Grey Colour,Evok,27974,21000,25,Silk Velvet,Carbon Grey,2 Seater,183x84x88,64.6,4.9,197,Minimalist,Bonded Foam,Solid Wood,No,3,Yes,7,4.39,1297,40571.43,17.29,100.0,0.3208,Budget,14,Premium,"Stanley, Wakefit",45.9667,325.08,0,1,Medium
P186,Havana Leather 2 Seater Sofa In Caramel Colour,Woodcraft,17939,16300,9,Linen,Caramel,2 Seater,185x80x88,45.7,4.1,595,Scandinavian,Memory Foam,Reclaimed Wood,Yes,3,Yes,8,4.28,2915,28162.5,12.75,87.5,0.3146,Budget,16,Mid-Range,"@home, Damro, Durian, FabIndia",149.6626,356.67,0,0,High
P187,Porto Velvet 2 Seater Sofa In Caramel Colour,IKEA,13613,11700,14,Handloom Cotton,Caramel,2 Seater,170x75x80,36.8,3.8,315,Minimalist,Feather + Foam,Reclaimed Wood,Yes,10,Yes,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",102.3077,317.93,0,0,High
P188,Cairo Linen 2 Seater Sofa In Mustard Yellow Colour,Featherlite,52762,49600,6,Handloom Cotton,Mustard Yellow,2 Seater,183x84x88,76.8,4.2,243,Artisanal,High Resilience Foam,Metal,Yes,2,No,11,4.36,3342,33145.45,11.73,81.82,0.4262,Budget,6,Mid-Range,"@home, Damro, Durian, FabIndia",20.5766,645.83,1,0,Medium
P189,Oslo Fabric 2 Seater Sofa In Dark Brown Colour,Stanley,62694,55200,12,Cotton Fabric,Dark Brown,2 Seater,174x78x84,46.5,4.6,379,Rustic,Foam,Reclaimed Wood,No,1,Yes,8,4.34,2760,43687.5,13.25,100.0,0.4094,Budget,7,Premium,"Evok, Wakefit",31.5833,1187.1,1,1,High
P190,Kyoto Suede 2 Seater Sofa In White Colour,IKEA,52442,45600,13,Microfiber,White,2 Seater,172x76x82,67.8,3.8,319,Traditional,Foam + Fibre,Solid Oak,Yes,1,Yes,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",26.5833,672.57,1,0,High
P191,Lima Cotton 2 Seater Sofa In Dark Blue Colour,Evok,22397,19000,15,Chenille,Dark Blue,2 Seater,174x78x84,80.6,4.6,422,Scandinavian,Foam + Spring,Wood,Yes,1,Yes,7,4.39,1297,40571.43,17.29,100.0,0.3208,Budget,14,Premium,"Stanley, Wakefit",102.1684,235.73,0,1,High
P192,Vienna Chenille 2 Seater Sofa In Royal Blue Colour,FabIndia,47094,38100,19,Faux Leather,Royal Blue,2 Seater,185x82x88,87.3,4.0,22,Minimalist,Feather + Foam,Metal,Yes,3,Yes,6,4.27,1578,34100.0,19.67,83.33,0.1541,Budget,20,Mid-Range,"@home, Damro, Durian, Featherlite",2.3097,436.43,0,0,Low
P193,Berlin Fabric 2 Seater Sofa In Light Brown Colour,Pepperfry,68884,55100,20,Microsuede,Light Brown,2 Seater,182x80x88,49.8,4.7,365,Luxury,Memory Foam,Metal,No,2,Yes,11,4.26,3273,30181.82,15.73,90.91,0.3936,Budget,9,Mid-Range,"@home, Damro, Durian, FabIndia",31.1343,1106.43,1,1,High
P194,Roma Leatherette 2 Seater Sofa In Carbon Grey Colour,Featherlite,17529,16700,5,Handloom Cotton,Carbon Grey,2 Seater,192x88x105,41.8,4.8,471,Industrial,Memory Foam,Plastic,Yes,1,Yes,11,4.36,3342,33145.45,11.73,81.82,0.4262,Budget,6,Mid-Range,"@home, Damro, Durian, FabIndia",135.3772,399.52,0,1,High
P195,Seoul Velvet 2 Seater Sofa In Black Colour,Durian,37701,31700,16,Linen,Black,2 Seater,174x78x84,71.5,4.5,73,Luxury,Coil Spring,Solid Wood,Yes,3,Yes,6,4.27,1629,26766.67,13.67,83.33,0.1579,Budget,19,Mid-Range,"@home, Damro, FabIndia, Featherlite",10.3628,443.36,0,1,Low
P196,Dubai Leather 2 Seater Sofa In Tan Colour,Stanley,60108,54700,9,Faux Leather,Tan,2 Seater,168x74x82,67.7,4.3,475,Luxury,High Density Foam,Stainless Steel,Yes,2,Yes,8,4.34,2760,43687.5,13.25,100.0,0.4094,Budget,7,Premium,"Evok, Wakefit",37.34,807.98,1,0,High
P197,Paris Jacquard 2 Seater Sofa In Sky Blue Colour,Recliners India,26277,24400,7,Chenille,Sky Blue,2 Seater,168x78x80,75.2,3.7,340,Rustic,Foam + Spring,Stainless Steel,No,1,Yes,12,4.34,4228,34000.0,11.75,83.33,0.5015,Mid,5,Mid-Range,"@home, Damro, Durian, FabIndia",51.5574,324.47,0,0,High
P198,Tokyo Microfiber 2 Seater Sofa In Tan Colour,Godrej Interio,19999,15000,25,Silk Velvet,Tan,2 Seater,185x84x86,44.0,4.0,238,Industrial,Foam + Fibre,Plastic,Yes,1,Yes,14,4.29,4744,36264.29,15.43,92.86,0.5842,Mid,3,Mid-Range,"@home, Damro, Durian, FabIndia",63.4667,340.91,0,0,Medium
P199,Sydney Fabric 2 Seater Sofa In Carbon Grey Colour,IKEA,78039,64000,18,Microsuede,Carbon Grey,2 Seater,168x74x82,52.3,3.7,303,Rustic,Pocket Spring,Metal,Yes,1,Yes,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",17.5172,1223.71,1,0,High
P200,Tochi Fabric 2 Seater Sofa In Teal Colour,Zuari,32253,26800,17,Cotton Fabric,Teal,2 Seater,175x78x82,51.3,3.6,265,Industrial,Foam,Plastic,Yes,7,Yes,11,4.11,3833,28254.55,14.36,90.91,0.3257,Budget,13,Mid-Range,"@home, Damro, Durian, FabIndia",35.597,522.42,0,0,Medium
